GEOID,Metro Area,GEOID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
24540,"Greeley, CO",24540,4.2,4.2,4.4,4.3,4.2,4.0,4.0,3.8,3.6,3.4,3.2,3.2,3.2,3.3,3.6,3.8,3.9,3.9,4.0,4.0,4.1,4.3,4.6,4.6,4.5,4.4,4.3,4.0,3.7,3.6,3.6,3.6,3.5,3.6,3.7,4.0,4.3,4.7,4.7,4.7,4.8,5.3,5.5,5.3,5.4
24660,"Greensboro-High Point, NC",24660,3.3,3.3,3.3,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.0,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.2,3.1,3.1,3.3,3.4,3.4,3.5,3.6,3.6,3.5,3.4,3.1,3.1,3.0,2.9,3.1,3.1,3.4,3.2,3.2,3.2,3.4,3.6,4.0,4.5,4.5,4.5
24420,"Grants Pass, OR",24420,4.7,4.5,4.4,4.3,4.0,3.9,3.7,3.6,3.4,3.5,3.8,4.0,4.2,4.3,4.3,4.4,4.4,4.4,4.3,4.3,4.4,4.7,5.1,5.6,6.6,7.7,8.3,8.0,7.5,6.8,6.0,5.6,5.4,5.6,5.9,6.2,6.4,6.8,6.8,6.9,7.0,7.6,7.6,6.9,6.4
24860,"Greenville-Anderson-Greer, SC",24860,2.6,2.7,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.9,2.9,2.9,2.9,3.3,3.4,3.2,3.1,3.2,3.2,3.3,3.4,3.3,3.5,3.6,3.5,3.5,3.2,3.4,3.3,3.4,3.6,3.6,3.7,3.7,3.7,3.9,3.9,4.0,4.5,4.9,4.8,4.6
24340,"Grand Rapids-Wyoming-Kentwood, MI",24340,1.9,2.0,2.0,1.9,1.8,1.7,1.8,1.8,1.8,2.0,2.1,2.1,2.1,2.1,2.0,2.0,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.8,2.7,2.6,2.0,1.8,1.9,2.0,2.2,2.4,2.5,2.6,2.7,2.9,3.0,3.2,3.3,3.7,3.9,4.0,4.2
24780,"Greenville, NC",24780,4.2,4.2,4.0,3.8,3.7,3.7,3.7,3.6,3.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.3,3.3,3.4,3.5,3.6,3.6,3.7,3.8,3.8,3.8,3.8,3.8,3.7,3.6,3.5,3.4,3.3,3.3,3.2,3.4,3.3,3.6,3.7,4.1,4.6,4.5,4.5
25260,"Hanford-Corcoran, CA",25260,2.5,2.6,2.5,2.4,2.3,2.4,2.5,2.6,2.9,3.1,2.9,2.9,2.8,2.6,2.5,2.3,2.2,2.2,2.4,2.5,2.7,2.9,3.5,3.9,4.5,5.0,5.6,5.0,4.2,3.5,3.6,2.9,3.0,3.5,3.8,3.9,4.0,4.0,4.1,4.2,4.4,5.0,5.3,5.5,5.2
25420,"Harrisburg-Carlisle, PA",25420,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.4,2.5,2.5,2.6,2.7,2.8,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.6,2.6,2.7,2.8,3.1,3.2,3.3,3.5
25500,"Harrisonburg, VA",25500,4.1,4.0,3.6,3.7,3.5,3.3,3.2,3.2,3.3,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.8,4.3,4.6,4.6,4.5,4.4,4.2,4.0,3.9,3.8,3.9,3.9,3.9,3.9,3.8,3.7,3.8,4.0,4.4,4.4,4.6
25620,"Hattiesburg, MS",25620,3.6,3.3,3.3,3.5,3.4,3.5,3.4,3.2,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.9,3.0,3.1,3.1,3.2,3.4,3.5,3.3,3.2,3.1,3.1,3.1,3.0,2.9,2.8,2.8,2.8,2.8,2.9,2.9,3.0,3.4,3.5,3.7
25740,"Helena, MT",25740,3.0,2.7,2.8,2.7,2.9,2.8,2.7,2.5,2.5,2.4,2.4,2.4,2.5,2.7,2.8,2.9,3.0,3.1,3.1,3.1,3.2,3.3,3.4,3.6,3.8,3.9,4.1,4.1,4.0,4.0,3.9,3.9,3.9,4.1,4.2,4.3,4.3,4.5,4.6,4.7,4.9,5.7,6.5,6.5,6.6
25180,"Hagerstown-Martinsburg, MD-WV",25180,2.4,2.6,2.4,2.4,2.4,2.4,2.4,2.6,2.7,2.9,2.9,2.9,3.0,3.0,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.8,2.9,3.2,3.6,4.4,4.5,4.0,3.6,3.1,2.8,2.6,2.6,2.8,2.8,2.8,2.9,2.9,3.0,3.1,3.3,3.6,3.8,3.8,3.9
25860,"Hickory-Lenoir-Morganton, NC",25860,2.6,2.7,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.4,3.4,3.5,3.6,3.6,3.6,3.4,3.4,3.3,3.3,3.2,3.8,3.8,3.3,3.4,3.8,4.3,4.5,4.9,5.0
25980,"Hinesville, GA",25980,3.7,3.6,3.5,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.0,2.8,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.9,2.9,3.0,3.3,3.5,3.7,3.7,3.8,3.5,3.3,3.1,3.2,3.4,3.2,3.0,2.9,2.9,2.9,3.1,3.4,3.8,4.3,4.3
25940,"Hilton Head Island-Bluffton-Port Royal, SC",25940,3.9,4.0,3.9,3.9,3.7,3.7,3.7,3.8,3.9,4.1,4.1,4.2,4.2,4.3,4.2,4.4,4.4,4.6,4.6,4.7,4.9,5.2,5.3,5.4,5.7,6.2,6.7,6.6,6.1,5.9,5.5,5.3,5.0,4.9,4.9,4.8,4.8,4.8,4.9,4.8,4.8,5.3,6.3,6.9,7.0
25220,"Hammond, LA",25220,3.9,4.0,4.1,4.2,4.2,4.1,4.1,4.0,3.7,3.6,3.4,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.5,3.6,3.7,3.7,3.9,4.5,4.5,4.4,4.2,4.1,4.0,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.8,3.7,3.8,4.2,4.1,4.3
26380,"Houma-Bayou Cane-Thibodaux, LA",26380,2.9,2.9,3.0,3.2,3.3,3.3,3.5,3.4,3.1,2.9,2.8,2.7,2.7,2.7,2.8,2.7,2.6,2.5,2.5,2.5,2.5,2.6,2.7,2.7,2.8,2.9,3.0,2.9,3.0,2.9,2.8,2.8,2.7,2.7,2.8,3.1,3.1,3.2,3.3,3.3,3.1,3.0,3.2,3.3,3.2
26580,"Huntington-Ashland, WV-KY-OH",26580,3.4,3.2,2.6,2.8,2.8,2.8,2.8,2.8,2.8,2.6,2.5,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.9,2.9,3.0,3.0,3.0,2.9,2.9,2.8,2.9,2.8,2.8,2.7,2.6,2.7,2.8,2.8,2.9,2.9,2.7,2.8,2.9,3.0,3.0,3.1
26140,"Homosassa Springs, FL",26140,4.1,3.7,3.6,3.9,3.7,3.6,3.6,3.7,3.7,3.7,3.5,3.5,3.3,3.5,3.2,3.3,3.2,3.1,3.1,3.1,3.1,3.2,3.4,3.5,3.9,4.7,5.3,4.9,4.1,3.7,3.3,3.0,2.9,3.0,3.1,3.3,3.3,3.6,3.8,3.9,4.0,4.7,5.8,5.9,6.0
46520,"Urban Honolulu, HI",46520,5.5,4.9,5.4,5.4,5.3,5.3,5.2,5.3,5.8,6.6,8.1,7.4,7.3,7.4,7.5,7.2,6.9,6.3,5.9,5.6,5.4,5.4,6.0,6.6,7.6,9.1,9.3,9.0,8.6,8.2,8.8,8.3,8.6,8.7,8.9,8.9,9.1,9.1,9.4,9.2,9.5,10.9,11.6,10.2,10.3
26420,"Houston-Pasadena-The Woodlands, TX",26420,2.6,2.5,2.7,2.8,2.6,2.4,2.4,2.2,2.1,2.1,2.2,2.2,2.3,2.3,2.3,2.2,2.2,2.2,2.3,2.3,2.5,2.6,2.8,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.8,2.7,2.8,3.1,3.2,3.4,3.4,3.5,3.5,3.6,3.7,4.2,4.5,4.2,4.2
26300,"Hot Springs, AR",26300,3.8,3.5,3.4,3.5,3.5,3.4,3.5,3.4,3.2,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.2,3.3,3.5,3.6,3.8,4.0,4.1,4.1,4.0,3.9,3.8,3.7,3.6,3.6,3.7,3.5,3.5,3.6,3.7,3.8,4.1,4.7,5.0,5.3
26620,"Huntsville, AL",26620,4.0,3.7,3.5,3.4,3.3,3.1,3.1,3.1,3.0,2.9,2.9,2.8,2.8,2.9,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.2,3.3,3.2,3.2,3.1,3.0,3.0,3.1,3.1,3.2,3.4,3.5,3.7,4.0,3.8,3.7
25540,"Hartford-West Hartford-East Hartford, CT",25540,3.4,3.4,3.2,3.2,3.1,3.2,3.5,4.1,4.4,4.1,3.8,3.6,3.4,3.2,3.2,3.1,3.1,3.0,2.9,2.9,3.0,3.0,3.3,3.7,3.9,4.2,4.1,4.1,3.7,3.5,3.6,3.5,3.3,3.3,3.2,3.1,3.1,3.1,3.1,3.0,3.3,3.6,3.7,3.8,4.0
26900,"Indianapolis-Carmel-Greenwood, IN",26900,2.4,2.5,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.1,2.2,2.4,2.4,2.5,2.6,2.7,2.7,2.8,2.9,3.0,3.1,3.4,3.7,4.0,3.9,4.0
26820,"Idaho Falls, ID",26820,2.8,2.9,2.7,2.7,2.6,2.5,2.5,2.5,2.3,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.6,2.6,2.8,3.0,3.3,3.4,3.4,3.4,3.3,3.2,3.1,3.1,3.1,3.1,3.2,3.4,3.7,3.8,4.1,4.9,5.5,5.3,5.3
26980,"Iowa City, IA",26980,3.9,3.7,3.5,3.5,3.4,3.3,3.2,3.1,2.9,2.9,2.9,2.9,3.0,3.0,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.3,3.4,3.4,3.5,3.6,3.5,3.3,3.3,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.5,3.5,3.5,3.5,3.6,3.7,3.9,4.0,4.3
27060,"Ithaca, NY",27060,2.8,2.7,2.6,2.5,2.7,2.9,3.2,3.5,3.6,3.5,3.3,3.2,3.3,3.3,3.1,2.9,2.9,2.9,2.7,2.6,2.6,2.8,2.8,3.0,3.1,3.3,3.3,3.2,3.3,3.2,3.1,3.0,3.1,3.0,3.0,3.1,3.2,3.4,3.5,3.6,3.7,3.9,4.4,4.8,5.4
27260,"Jacksonville, FL",27260,2.8,2.8,2.9,2.8,2.8,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.7,2.6,2.7,2.6,2.7,2.5,2.6,2.5,2.5,2.7,3.0,3.3,3.7,4.1,4.3,4.1,3.8,3.2,3.1,3.0,3.1,3.5,3.5,3.6,3.7,3.9,4.0,4.0,4.2,4.6,5.2,5.0,5.2
27100,"Jackson, MI",27100,1.9,1.9,1.7,1.6,1.6,1.5,1.6,1.6,1.6,1.7,1.7,1.8,1.9,1.8,1.8,1.9,2.0,2.1,2.1,2.2,2.2,2.3,2.5,2.6,2.7,2.8,2.8,2.7,2.5,2.4,2.2,2.2,2.2,2.2,2.2,2.3,2.4,2.5,2.4,2.5,2.5,2.7,3.0,3.0,3.2
27500,"Janesville-Beloit, WI",27500,2.3,2.2,2.0,2.0,1.9,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.9,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.4,2.5,2.5,2.5,2.5,2.7,3.1,3.1,3.2
27340,"Jacksonville, NC",27340,3.4,3.2,2.9,2.8,2.8,2.9,3.0,3.0,3.0,3.1,3.2,3.0,2.9,2.7,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.9,2.9,3.0,3.0,3.2,3.4,3.5,3.5,3.5,3.5,3.4,3.2,3.2,3.0,3.0,3.1,3.1,3.2,3.3,3.3,3.6,3.9,4.0,4.1
27140,"Jackson, MS",27140,3.7,3.4,3.4,3.5,3.4,3.4,3.3,3.1,2.9,2.8,2.8,2.7,2.6,2.6,2.6,2.5,2.7,2.6,2.7,2.6,2.6,2.8,2.9,2.8,3.0,3.3,3.5,3.1,2.9,3.1,3.1,3.1,3.2,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.7,4.0,4.2,3.7,3.9
27620,"Jefferson City, MO",27620,2.4,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.1,2.2,2.2,2.3,2.3,2.3,2.4,2.5,2.5,2.4,2.4,2.3,2.3,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.7,2.9,3.2,3.5,3.7
27180,"Jackson, TN",27180,3.3,3.3,3.1,3.1,2.9,3.0,3.0,2.8,2.8,2.5,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.6,2.6,2.5,2.6,2.7,2.7,2.7,2.7,2.8,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.6,2.7,2.7,2.8,2.8,2.9,2.9,3.3,3.8,3.9,3.9
27860,"Jonesboro, AR",27860,3.1,2.9,2.9,3.1,3.0,2.9,2.9,2.8,2.7,2.6,2.5,2.6,2.6,2.6,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.8,2.9,2.9,3.0,3.0,3.0,2.9,3.0,3.1,3.1,3.0,3.0,2.9,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.4,3.3,3.4
27780,"Johnstown, PA",27780,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.1,2.0,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.9,2.0,2.1,2.3
27900,"Joplin, MO-KS",27900,2.9,2.7,2.6,2.6,2.5,2.6,2.6,2.6,2.6,2.5,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.4,2.5,2.6,2.6,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.5,2.8,2.9,3.1,3.2,3.4
27740,"Johnson City, TN",27740,3.2,3.1,3.0,3.2,3.0,3.1,3.1,3.0,3.0,2.8,2.8,2.7,2.8,2.8,2.8,2.9,3.0,3.2,3.2,3.2,3.0,3.2,3.3,3.3,3.3,3.4,3.6,3.6,3.7,3.7,3.8,3.5,3.6,3.5,3.5,3.5,3.4,3.6,3.7,3.6,3.9,4.4,4.7,5.0,5.6
27980,"Kahului-Wailuku, HI",27980,5.9,4.1,4.6,4.6,4.4,4.3,4.2,4.2,4.4,4.9,5.3,5.4,5.5,5.5,5.5,5.6,5.5,5.3,5.3,5.1,5.4,6.0,6.7,7.5,9.3,10.9,11.9,11.9,11.2,11.0,11.0,9.7,9.3,8.7,8.9,9.0,9.0,9.3,9.6,10.6,10.7,11.4,12.4,12.3,12.7
28100,"Kankakee, IL",28100,1.5,1.7,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9,2.0,2.0,1.9,2.1,2.2,2.3,2.5,2.6,2.6,2.7,2.7,2.6,2.6,2.4,2.4,2.4,2.1,2.1,2.1,2.2,2.2,2.4,2.5,2.6,2.8,2.8,2.9,3.1
28140,"Kansas City, MO-KS",28140,3.1,3.0,2.9,2.8,2.7,2.6,2.6,2.5,2.5,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.8,2.9,3.0,3.0,2.9,2.8,2.6,2.5,2.6,2.4,2.6,2.7,2.7,2.8,2.9,3.0,3.1,3.2,3.4,3.8,4.0,4.0,4.1
28450,"Kenosha, WI",28450,1.9,1.9,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2.0,2.3,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.6,2.8,3.0,3.1,3.3,3.5,3.6,3.5,3.1,2.5,2.6,2.5,2.6,2.8,2.9,2.9,3.1,3.2,3.2,3.2,3.3,3.6,3.6,3.5,3.7
28660,"Killeen-Temple, TX",28660,3.5,3.4,3.5,3.5,3.4,3.4,3.4,3.1,2.9,2.9,2.8,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.4,2.4,2.3,2.4,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.7,2.6,2.6,2.7,2.8,2.8,2.9,3.0,3.1,3.5,4.0,3.8,3.7
28700,"Kingsport-Bristol, TN-VA",28700,3.2,3.1,2.9,3.1,2.9,3.0,3.0,3.0,2.9,2.7,2.5,2.4,2.5,2.5,2.5,2.7,2.7,2.8,2.9,2.9,3.0,3.1,3.1,3.1,3.2,3.3,3.4,3.4,3.4,3.4,3.3,3.3,3.1,3.2,3.1,3.2,3.2,3.3,3.3,3.5,3.5,3.9,4.5,4.8,5.1
28740,"Kingston, NY",28740,2.3,2.3,2.2,2.2,2.3,2.5,2.7,3.0,3.2,3.1,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.9,3.0,3.6,4.2,4.6,5.0,4.6,4.6,4.3,3.7,3.9,3.6,3.2,3.6,3.4,3.3,3.3,3.4,3.4,3.7,4.1,4.6,4.7,4.7,4.8
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",28880,2.4,2.4,2.4,2.4,2.6,2.8,3.1,3.4,3.4,3.2,2.9,2.8,2.7,2.7,2.6,2.5,2.5,2.4,2.4,2.5,2.7,2.9,3.5,4.0,4.4,4.8,4.8,4.6,4.2,3.7,3.9,3.7,3.6,3.6,3.5,3.4,3.2,3.1,3.0,3.1,3.4,4.0,4.2,4.1,4.5
28020,"Kalamazoo-Portage, MI",28020,2.3,2.4,2.3,2.2,2.1,2.0,2.0,2.0,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.4,2.5,2.5,2.6,2.6,2.8,3.0,3.0,3.1,3.2,3.2,3.1,3.0,3.0,2.9,2.8,2.7,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,3.0,3.4,3.5,3.7
28420,"Kennewick-Richland, WA",28420,2.5,2.3,1.9,2.0,2.1,2.1,2.0,2.0,1.8,1.9,1.9,2.0,2.2,2.6,2.7,2.5,2.5,2.4,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.2,3.4,3.2,3.1,3.2,3.1,3.1,3.2,3.2,3.3,3.6,3.8,4.2,4.3,4.4,4.9,5.4,5.2,5.2
28940,"Knoxville, TN",28940,3.2,3.2,3.0,3.2,3.1,3.1,3.1,3.1,3.0,2.9,3.0,3.0,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.1,3.2,3.4,3.3,3.6,3.6,3.6,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.3,3.3,3.4,3.5,3.6,3.8,4.4,4.8,4.9,5.1
29020,"Kokomo, IN",29020,2.1,2.2,2.0,2.0,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.8,1.8,1.9,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.2,2.1,2.1,2.1,2.2,2.1,2.0,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.4,2.7,2.8,2.9
29540,"Lancaster, PA",29540,3.0,3.0,2.8,2.8,2.7,2.6,2.6,2.6,2.7,2.8,2.9,2.9,3.0,3.0,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.7,2.8,2.9,3.1,3.3,3.5,3.5,3.4,3.4,3.4,3.3,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.2,3.4,3.7,3.9,4.1
29700,"Laredo, TX",29700,3.2,3.2,3.6,4.0,4.1,4.0,4.0,3.7,3.4,3.2,3.1,2.9,2.9,2.8,2.9,2.9,2.9,2.8,2.8,2.9,2.9,3.1,3.1,3.2,3.2,3.2,3.4,3.4,3.2,3.2,3.1,3.1,3.0,3.0,3.0,3.2,3.2,3.2,3.0,3.0,3.0,3.1,3.5,3.6,3.5
29460,"Lakeland-Winter Haven, FL",29460,3.3,3.0,2.9,3.1,2.9,2.8,2.8,2.7,2.6,2.5,2.5,2.6,2.6,2.6,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.4,2.7,2.8,3.0,3.6,4.2,4.2,3.4,2.5,2.3,2.2,2.5,2.8,3.0,3.2,3.5,3.6,3.9,4.0,4.2,4.7,5.4,5.0,4.8
29420,"Lake Havasu City-Kingman, AZ",29420,3.5,3.8,3.7,4.1,4.0,3.9,3.9,3.8,3.6,3.4,3.3,3.4,3.6,3.5,3.4,3.3,3.4,3.3,3.3,3.2,3.2,3.4,3.6,3.9,4.6,5.5,6.0,5.5,4.5,4.1,3.5,3.3,3.3,3.5,3.4,3.6,3.7,3.9,4.0,4.2,4.4,5.3,5.9,5.6,5.7
29620,"Lansing-East Lansing, MI",29620,2.2,2.3,2.0,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.2,2.3,2.4,2.4,2.6,2.8,2.9,3.0,3.0,2.9,2.6,2.0,1.6,1.8,1.6,1.8,2.1,2.3,2.4,2.5,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1
29820,"Las Vegas-Henderson-North Las Vegas, NV",29820,3.3,3.4,3.7,3.3,3.2,3.1,3.1,2.9,2.8,2.8,2.9,3.1,3.2,3.2,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.3,3.5,3.9,5.5,5.9,5.7,5.2,3.8,2.6,2.6,2.4,2.6,3.4,3.8,4.1,4.3,4.5,4.9,5.0,5.2,6.1,6.6,6.0,6.1
30020,"Lawton, OK",30020,3.0,3.0,3.2,3.3,3.2,3.0,2.9,2.7,2.5,2.5,2.4,2.3,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.6,2.6,2.8,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.6,2.6,2.6,2.6,2.6,2.8,2.9,3.3,3.2,3.3
29180,"Lafayette, LA",29180,3.4,3.3,3.5,3.7,3.6,3.3,3.3,3.1,2.8,2.8,2.9,2.8,2.9,2.9,3.0,2.9,2.8,2.7,2.8,2.9,2.9,2.9,3.0,3.1,3.1,3.2,3.4,3.3,3.2,3.2,3.1,3.0,3.0,2.9,2.9,3.1,3.2,3.3,3.4,3.4,3.4,3.6,3.8,3.7,3.7
31180,"Lubbock, TX",31180,3.2,3.0,2.8,3.0,2.9,2.9,2.9,2.8,2.7,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.9,3.0,3.0,3.1,3.2,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.2,3.6,3.9,3.9,3.9
29340,"Lake Charles, LA",29340,2.7,2.8,2.9,3.2,3.2,3.2,3.2,3.1,2.8,2.7,2.5,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.7,2.8,2.9,3.0,2.9,2.8,2.9,2.8,2.8,2.7,2.7,2.6,2.8,2.6,2.8,2.9,3.0,2.9,2.9,3.0,2.9,2.8
29100,"La Crosse-Onalaska, WI-MN",29100,3.1,2.7,2.4,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,3.1,3.4,3.5,3.7
30140,"Lebanon, PA",30140,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.6,2.6,2.7,2.9,3.1,3.2,3.2,3.1,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,2.9,3.1,3.3,3.4,3.6
30500,"Lexington Park, MD",30500,3.3,3.2,2.9,2.8,2.7,2.6,2.6,2.7,2.8,2.9,2.9,3.0,3.0,3.0,3.0,3.0,2.9,2.7,2.6,2.6,2.6,2.9,3.2,3.6,4.1,4.9,5.0,4.9,4.3,3.9,3.6,3.4,3.5,3.6,3.6,3.5,3.6,3.6,3.4,3.2,3.3,3.5,3.7,3.8,4.1
30300,"Lewiston, ID-WA",30300,3.1,3.1,2.9,2.9,2.6,2.8,2.7,2.7,2.4,2.4,2.5,2.5,2.6,2.6,2.9,3.0,3.0,3.0,2.9,3.1,3.2,3.3,3.2,3.2,3.3,3.5,3.8,3.8,3.6,3.7,3.6,3.6,3.5,3.6,3.6,3.8,3.8,4.2,4.2,4.4,4.8,5.5,6.1,5.7,6.0
30340,"Lewiston-Auburn, ME",30340,2.5,2.8,2.5,2.5,2.6,2.7,2.9,3.1,3.2,3.2,3.2,3.3,3.2,3.0,2.8,2.7,2.7,2.5,2.5,2.4,2.4,2.6,2.8,3.0,3.2,3.6,3.7,3.7,3.6,3.6,3.5,3.3,3.3,3.2,3.1,3.0,3.0,3.1,3.0,3.0,3.0,3.5,4.0,4.3,4.5
30460,"Lexington-Fayette, KY",30460,3.2,3.3,3.1,3.2,3.1,3.1,3.0,2.9,3.0,2.8,2.6,2.6,2.7,2.7,2.8,2.7,2.6,2.7,2.7,2.7,2.9,3.0,3.1,3.3,3.3,3.4,3.3,3.1,3.0,2.9,3.1,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,3.0,3.2,3.5,3.7,3.7,3.9
29200,"Lafayette-West Lafayette, IN",29200,2.7,2.7,2.5,2.5,2.4,2.3,2.4,2.4,2.3,2.3,2.3,2.3,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.6,2.6,2.7,2.8,3.0,3.1,3.4,3.8,3.8,3.9
30620,"Lima, OH",30620,2.4,2.4,2.1,2.1,2.0,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.3,2.2,2.2,2.3,2.3,2.2,2.1,2.2,2.2,2.2,2.1,2.2,2.1,2.2,2.4,2.6,2.7,2.7,2.7
